meeting,date,race_number,dataset,split,venue,distance,field_size,segments,top2_hits,top3_hits,top3_capture_at4,top3_capture_at5,top3_all_within_top5,winner_model_rank,ndcg_at5,competitive_recall_at5,what_model_got_wrong,underrated_horses,severely_underrated_horses,overrated_horses,missed_signals,primary_cause,systematic_or_race_specific,model_change_assessment,mean_actual_top3_uncertainty,annotation_flags,annotation_notes,excluded_from_adjusted
2026-05-27_HappyValley,2026-05-27,9,independent_recent,independent_recent,跑馬地,1200,12,,0,0,0.0,0.3333,False,5,0.292,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#1 小霸王（模型5／實際1） | #5 晶晶日上（模型7／實際2） | #12 椒椒醒（模型12／實際3）,#5 晶晶日上（模型7／實際2） | #12 椒椒醒（模型12／實際3）,#7 富心星（模型1／實際10） | #9 可靠大師（模型2／實際12）,form line +6.05 | 備戰／風險 +5.50,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3003,extreme_outsider | major_incident,extreme_outsider: #12 椒椒醒 actual 3／odds 118 | major_incident: #7 富心星: 10 7 富心星 (K125) 莫雷拉表示，坐騎直路上在催策下毫無反應，走勢平平。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。小組認為與近仗相比，「富心星」今仗的表現令人失望。「富心星」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。 || #9 可靠大師: 12 9 可靠大師 (K283) 接近三百米處時在墮退之際內閃，導致騎師潘頓須停止催策並修正坐騎。潘頓表示，坐騎中段在居「富心星」之後時過於搶口，不願穩定走勢。他說，坐騎因而在直路上未能以勁勢衝刺。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「可靠大師」上仗勝出，小組認為此駒今仗的表現令人失望。「可靠大師」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。,True
2026-06-03_HappyValley,2026-06-03,1,independent_recent,independent_recent,跑馬地,1650,12,,1,1,0.3333,0.3333,False,1,0.7027,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#12 不假外求（模型7／實際2） | #6 電訊驕陽（模型12／實際3）,#12 不假外求（模型7／實際2） | #6 電訊驕陽（模型12／實際3）,#9 華美之威（模型2／實際5）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3301,extreme_outsider,extreme_outsider: #12 不假外求 actual 2／odds 38,True
2026-06-03_HappyValley,2026-06-03,2,independent_recent,independent_recent,跑馬地,1200,12,,1,2,0.6667,0.6667,False,3,0.5582,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#4 首駿（模型3／實際1） | #12 快馬加鞭（模型6／實際3）,#12 快馬加鞭（模型6／實際3）,#2 喆喆友福（模型1／實際5）,狀態穩定性 +4.74,狀態穩定性辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3268,,,False
2026-06-03_HappyValley,2026-06-03,3,independent_recent,independent_recent,跑馬地,1200,12,,1,1,0.3333,0.3333,False,2,0.4433,0.25,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#12 有你有我（模型6／實際2） | #4 驕陽雄心（模型8／實際3）,#12 有你有我（模型6／實際2） | #4 驕陽雄心（模型8／實際3）,#3 團長好（模型1／實際10）,狀態穩定性 +6.09,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3454,major_incident | injury,major_incident: #3 團長好: 10 3 團長好 (K515) 躍出時發生碰撞。莫雷拉未能就坐騎令人失望的表現提供任何解釋。練馬師方嘉柏告知小組，此駒自上仗後的表現令他滿意，他能提供的唯一解釋是賽事早段步速較標準時間略快，或不合此駒發揮。賽後立即接受獸醫檢查，發現此駒患有「喘鳴症」，而此駒過往也有此毛病報告。小組認為與近仗相比，「團長好」今仗的表現令人失望。「團長好」必須試閘及格，並且通過 | injury: #3 團長好: 10 3 團長好 (K515) 躍出時發生碰撞。莫雷拉未能就坐騎令人失望的表現提供任何解釋。練馬師方嘉柏告知小組，此駒自上仗後的表現令他滿意，他能提供的唯一解釋是賽事早段步速較標準時間略快，或不合此駒發揮。賽後立即接受獸醫檢查，發現此駒患有「喘鳴症」，而此駒過往也有此毛病報告。小組認為與近仗相比，「團長好」今仗的表現令人失望。「團長好」必須試閘及格，並且通過,True
2026-06-03_HappyValley,2026-06-03,4,independent_recent,independent_recent,跑馬地,1650,12,,1,2,0.6667,0.6667,False,3,0.44,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#5 先到先得（模型3／實際1） | #1 星願無限（模型11／實際2）,#1 星願無限（模型11／實際2）,#10 時間寶（模型1／實際12）,班次／負磅context +4.09,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3255,major_incident | injury,major_incident: #10 時間寶: 12 10 時間寶 (H403) 潘頓表示，坐騎在領放下走勢暢順，但直路上對催策毫無反應及顯著轉弱。練馬師姚本輝告知小組，此駒自上仗於五月十三日出賽後的表現令他滿意，儘管此駒被發現心律不正常，但同時在領放下受追迫，不利發揮。賽後立即接受獸醫檢查，發現此駒心律不正常。「時間寶」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。賽後須抽取樣本檢驗。 | injury: #10 時間寶: 12 10 時間寶 (H403) 潘頓表示，坐騎在領放下走勢暢順，但直路上對催策毫無反應及顯著轉弱。練馬師姚本輝告知小組，此駒自上仗於五月十三日出賽後的表現令他滿意，儘管此駒被發現心律不正常，但同時在領放下受追迫，不利發揮。賽後立即接受獸醫檢查，發現此駒心律不正常。「時間寶」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。賽後須抽取樣本檢驗。,True
2026-06-03_HappyValley,2026-06-03,6,independent_recent,independent_recent,跑馬地,1200,12,,1,1,0.6667,0.6667,False,1,0.7632,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#4 喵喵怪（模型8／實際2） | #5 銳目（模型4／實際3）,#4 喵喵怪（模型8／實際2）,#7 獵寶勤（模型2／實際6）,form line +3.03,form line辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3174,,,False
2026-06-03_HappyValley,2026-06-03,8,independent_recent,independent_recent,跑馬地,1800,11,,1,1,0.3333,0.3333,False,1,0.7208,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#11 奔放（模型6／實際2） | #4 加州動員（模型11／實際3）,#11 奔放（模型6／實際2） | #4 加州動員（模型11／實際3）,#7 一起美麗（模型2／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3228,extreme_outsider,extreme_outsider: #4 加州動員 actual 3／odds 38,True
2026-06-07_ShaTin,2026-06-07,4,independent_recent,independent_recent,沙田,1400,14,有初出馬,1,2,1.0,1.0,True,4,0.5765,0.6,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#14 挺秀弘利（模型4／實際1） | #7 北極之錶（模型3／實際3）,,#2 龍城強將（模型1／實際6）,騎練訊號 +4.47 | 段速 +3.66,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4586,,,False
2026-06-07_ShaTin,2026-06-07,5,independent_recent,independent_recent,沙田AWT,1800,14,,0,0,0.3333,0.3333,False,4,0.3692,0.6,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#14 飛躍星伴（模型4／實際1） | #1 開心宇宙（模型12／實際2） | #3 超加加（模型8／實際3）,#1 開心宇宙（模型12／實際2） | #3 超加加（模型8／實際3）,#2 凱明神駒（模型2／實際13）,騎練訊號 +4.82,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4754,extreme_outsider,extreme_outsider: #14 飛躍星伴 actual 1／odds 32,True
2026-06-07_ShaTin,2026-06-07,6,independent_recent,independent_recent,沙田,1600,14,,0,0,0.3333,0.6667,False,5,0.4043,0.4,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#7 部族高手（模型5／實際1） | #10 捷威（模型4／實際2） | #5 好運年（模型12／實際3）,#5 好運年（模型12／實際3）,#1 雙星報喜（模型1／實際11） | #6 金鑽精靈（模型2／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4751,interference,interference: #9 愛心波: 7 9 愛心波 (L006) 出閘僅屬一般。轉直路彎時受困而未能望空。最後一百米在靠近「金鑽精靈」時再度受困而未能望空。,True
2026-06-07_ShaTin,2026-06-07,9,independent_recent,independent_recent,沙田,1200,12,有初出馬,1,2,0.6667,0.6667,False,1,0.8962,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#6 㩒住贏（模型3／實際2） | #2 愛馬善（模型12／實際3）,#2 愛馬善（模型12／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4833,,,False
2026-06-07_ShaTin,2026-06-07,10,independent_recent,independent_recent,沙田,1200,12,,0,1,0.6667,0.6667,False,3,0.4414,0.75,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#8 喜慶寶（模型3／實際1） | #5 魔術控制（模型10／實際2） | #9 威利金箭（模型4／實際3）,#5 魔術控制（模型10／實際2）,#6 扶搖勢勁（模型1／實際5）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4148,,,False
2026-06-07_ShaTin,2026-06-07,11,independent_recent,independent_recent,沙田,1400,14,有初出馬,1,1,0.6667,1.0,True,4,0.5592,0.6,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#7 超輕鬆（模型4／實際1） | #8 勁無限（模型5／實際3）,,#3 一世美麗（模型1／實際7）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4574,extreme_outsider,extreme_outsider: #8 勁無限 actual 3／odds 83,True
2026-06-10_HappyValley,2026-06-10,1,independent_recent,independent_recent,跑馬地,1800,12,,1,2,1.0,1.0,True,4,0.5552,0.75,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#2 家樂寶駒（模型4／實際1） | #1 竣誠駒（模型3／實際2）,,#5 君智盛（模型1／實際7）,騎練訊號 +4.14 | 班次／負磅context +3.90 | 備戰／風險 +3.75,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3799,,,False
2026-06-10_HappyValley,2026-06-10,2,independent_recent,independent_recent,跑馬地,1650,10,,1,1,0.6667,0.6667,False,4,0.5095,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#1 高高至高（模型4／實際1） | #6 得意佳作（模型8／實際3）,#6 得意佳作（模型8／實際3）,#5 大千氣象（模型1／實際5）,form line +3.64,form line辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3232,,,False
2026-06-10_HappyValley,2026-06-10,3,independent_recent,independent_recent,跑馬地,1200,12,,0,0,0.0,0.3333,False,5,0.2718,0.25,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#8 風火猴王（模型5／實際1） | #11 友得盈（模型8／實際2） | #5 勝多多（模型7／實際3）,#11 友得盈（模型8／實際2） | #5 勝多多（模型7／實際3）,#9 良駒好友（模型1／實際6） | #7 豪邁先登（模型2／實際8）,騎練訊號 +3.34,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3364,,,False
2026-06-10_HappyValley,2026-06-10,4,independent_recent,independent_recent,跑馬地,1000,12,有初出馬,1,2,1.0,1.0,True,1,0.9437,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#5 美麗登場（模型4／實際2） | #8 天火同人（模型3／實際3）,,,騎練訊號 +5.63,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3929,,,False
2026-06-10_HappyValley,2026-06-10,5,independent_recent,independent_recent,跑馬地,1650,12,,1,1,0.3333,0.6667,False,8,0.2624,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#12 爆竹（模型8／實際1） | #3 紅海勁（模型5／實際2）,#12 爆竹（模型8／實際1）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.2942,,,False
2026-06-10_HappyValley,2026-06-10,6,independent_recent,independent_recent,跑馬地,1200,12,有初出馬,1,2,1.0,1.0,True,3,0.6626,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#8 烈焰光芒（模型3／實際1） | #4 日馳千里（模型4／實際2）,,,騎練訊號 +3.48,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.307,,,False
2026-06-10_HappyValley,2026-06-10,7,independent_recent,independent_recent,跑馬地,1800,12,,1,1,0.3333,0.3333,False,10,0.2537,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#5 極光之子（模型10／實際1） | #2 川河耀駒（模型6／實際3）,#5 極光之子（模型10／實際1） | #2 川河耀駒（模型6／實際3）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3799,,,False
2026-06-13_ShaTin,2026-06-13,1,independent_recent,independent_recent,沙田,1000,7,沙田直路1000米 | 有初出馬,1,2,1.0,1.0,True,1,0.936,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#1 禪勝閃亮（模型4／實際2） | #7 量子猴王（模型3／實際3）,,#5 紅悅舍（模型2／實際4）,班次／負磅context +3.06,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.6458,,,False
2026-06-13_ShaTin,2026-06-13,2,independent_recent,independent_recent,沙田,1200,11,,1,1,0.3333,0.3333,False,1,0.7208,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#4 果然僥倖（模型7／實際2） | #12 朗日雪峰（模型6／實際3）,#4 果然僥倖（模型7／實際2） | #12 朗日雪峰（模型6／實際3）,#9 爆熱（模型2／實際5）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.2902,,,False
2026-06-13_ShaTin,2026-06-13,3,independent_recent,independent_recent,沙田,1400,14,,0,0,0.3333,0.3333,False,4,0.2925,0.2,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#12 賢者威楓（模型4／實際1） | #4 深心星（模型6／實際2） | #5 龍之悅（模型7／實際3）,#4 深心星（模型6／實際2） | #5 龍之悅（模型7／實際3）,#9 馬上盈（模型1／實際6） | #13 共創歡欣（模型2／實際9）,狀態穩定性 +4.21 | 班次／負磅context +3.24,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.329,interference,interference: #11 你知我寶: 8 11 你知我寶 (L132) 接近三百五十米處時移至「龍之悅」內側以繼續望空。趨近一百五十米處時在「大勇勝」與向外斜跑的「深心星」之間未能望空之際收慢。此駒因而未能被全力催策至终點。,True
2026-06-13_ShaTin,2026-06-13,4,independent_recent,independent_recent,沙田,1800,14,,1,2,0.6667,0.6667,False,9,0.3268,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#3 年年友福（模型9／實際1） | #12 天蓬貓（模型3／實際2）,#3 年年友福（模型9／實際1）,,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3468,extreme_outsider | interference,extreme_outsider: #3 年年友福 actual 1／odds 49 | interference: #6 超開心: 4 6 超開心 (K260) 四百五十米處至三百米處之間在「新力飆」之後受困而未能望空。,True
2026-06-13_ShaTin,2026-06-13,5,independent_recent,independent_recent,沙田AWT,1200,12,,1,2,0.6667,0.6667,False,7,0.2728,0.75,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#7 文明戰士（模型7／實際1） | #2 葳莉非凡（模型3／實際2）,#7 文明戰士（模型7／實際1）,#5 顯勝高昇（模型1／實際11）,騎練訊號 +4.44,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4087,injury,injury: #5 顯勝高昇: 11 5 顯勝高昇 (K409) 起步後不久向外斜跑，導致騎師須修正坐騎。接近五百米處時收慢避開「葳莉非凡」（奧爾民），當時「葳莉非凡」在尚未充分帶離下向內移入。小組告誡奧爾民須加倍小心。見習騎師黃寶妮表示，坐騎在此宗事件後搶口，因而於接近九百米處時推進至「葳莉非凡」內側，她其後須約束坐騎。她說，策騎指示是讓坐騎領放，但坐騎於早段未能展現足夠前速以做到這點，,True
2026-06-13_ShaTin,2026-06-13,6,independent_recent,independent_recent,沙田,1400,13,,1,1,0.6667,0.6667,False,6,0.3947,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#1 百勝威龍（模型6／實際1） | #9 遨遊波士（模型4／實際3）,#1 百勝威龍（模型6／實際1）,#3 卓越蒨鋒（模型2／實際8）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3037,,,False
2026-06-13_ShaTin,2026-06-13,7,independent_recent,independent_recent,沙田,1200,12,有初出馬,1,2,1.0,1.0,True,1,0.9271,0.75,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#6 利高八斗（模型3／實際2） | #1 鼓浪好友（模型4／實際3）,,#5 巧眼光（模型2／實際9）,,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3611,,,False
2026-06-13_ShaTin,2026-06-13,8,independent_recent,independent_recent,沙田,1600,9,,1,1,0.6667,1.0,True,4,0.5637,1.0,模型頭兩選只捕捉一匹實際前三，但實際前三仍全部位於模型前五,#2 太陽勇士（模型4／實際1） | #1 睿盛人生（模型5／實際3）,,#3 包裝福星（模型1／實際6）,班次／負磅context +3.59,競爭層已捕捉但頭二排序不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3636,,,False
2026-06-13_ShaTin,2026-06-13,9,independent_recent,independent_recent,沙田AWT,1200,12,有初出馬,0,1,0.3333,0.3333,False,10,0.1935,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#10 偵探傳奇（模型10／實際1） | #3 興馳千里（模型3／實際2） | #9 德心知遇（模型8／實際3）,#10 偵探傳奇（模型10／實際1） | #9 德心知遇（模型8／實際3）,#6 三軍勇將（模型1／實際6）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3606,extreme_outsider,extreme_outsider: #9 德心知遇 actual 3／odds 30,True
2026-06-13_ShaTin,2026-06-13,11,independent_recent,independent_recent,沙田,1400,14,有初出馬,1,2,0.6667,0.6667,False,3,0.5689,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#12 櫻花酒杯（模型3／實際1） | #4 超勁赤兔（模型7／實際3）,#4 超勁赤兔（模型7／實際3）,,段速 +4.13,段速辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.2892,,,False
2026-06-21_ShaTin,2026-06-21,1,independent_recent,independent_recent,沙田,1000,14,沙田直路1000米 | 有初出馬,1,1,0.3333,0.6667,False,6,0.4389,0.8,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#5 極速神影（模型6／實際1） | #9 紅海旺（模型5／實際3）,#5 極速神影（模型6／實際1）,,班次／負磅context +3.46,直路賽專屬轉化不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.4567,,,False
2026-06-21_ShaTin,2026-06-21,3,independent_recent,independent_recent,沙田,1200,14,有初出馬,1,1,0.6667,0.6667,False,2,0.6467,0.8,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#5 祥勝鷹駒（模型4／實際2） | #8 彪形勇將（模型14／實際3）,#8 彪形勇將（模型14／實際3）,,騎練訊號 +4.43,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.4871,,,False
2026-06-21_ShaTin,2026-06-21,4,independent_recent,independent_recent,沙田,1200,14,有初出馬,1,1,0.3333,0.6667,False,5,0.6242,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#2 超和平（模型5／實際1） | #11 馬鳳凰（模型10／實際3）,#11 馬鳳凰（模型10／實際3）,#7 熱氣球（模型2／實際10）,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3735,,,False
2026-06-21_ShaTin,2026-06-21,5,independent_recent,independent_recent,沙田,1600,14,,0,1,0.3333,0.6667,False,3,0.4623,0.8,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#3 逍遙騎士（模型3／實際1） | #4 包裝戰仕（模型11／實際2） | #12 好運年（模型5／實際3）,#4 包裝戰仕（模型11／實際2）,,,整體競爭群辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3437,,,False
2026-06-21_ShaTin,2026-06-21,6,independent_recent,independent_recent,沙田,1400,13,,1,1,0.3333,0.3333,False,2,0.4395,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#12 飛躍成就（模型10／實際2） | #4 手機錶能（模型9／實際3）,#12 飛躍成就（模型10／實際2） | #4 手機錶能（模型9／實際3）,#1 加州熱浪（模型1／實際8）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3725,extreme_outsider,extreme_outsider: #4 手機錶能 actual 3／odds 36,True
2026-06-21_ShaTin,2026-06-21,7,independent_recent,independent_recent,沙田,1400,10,,0,0,0.3333,0.3333,False,6,0.1708,0.5,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#6 小鳥天堂（模型6／實際1） | #1 錶之銀河（模型4／實際2） | #7 幸運有您（模型10／實際3）,#6 小鳥天堂（模型6／實際1） | #7 幸運有您（模型10／實際3）,#2 精算暴雪（模型1／實際9）,備戰／風險 +3.33,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3441,extreme_outsider | interference,extreme_outsider: #7 幸運有您 actual 3／odds 74 | interference: #2 精算暴雪: 9 2 精算暴雪 (H368) 被查詢時，艾道拿表示，坐騎自內檔出閘後能夠佔取較近仗略為靠前的位置。他說，坐騎於中段沿途跟隨「手機錶霸」，「小鳥天堂」則居於坐騎外側。他說，儘管他曾考慮讓坐騎自六百米處起向外移出，但他覺得他不能做到這點，因為「小鳥天堂」於該階段居坐騎稍前的位置及走勢良佳。他說，由於他不希望讓坐騎跟隨「好友心得」，他讓坐騎保持居於「手機錶霸」之,True
2026-06-21_ShaTin,2026-06-21,8,independent_recent,independent_recent,沙田,2000,13,,0,1,0.3333,0.3333,False,12,0.1643,0.2,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#10 千禧龍（模型12／實際1） | #5 安帝（模型3／實際2） | #1 春風萬里（模型8／實際3）,#10 千禧龍（模型12／實際1） | #1 春風萬里（模型8／實際3）,#6 共享富裕（模型1／實際9） | #11 紫荊拼搏（模型2／實際12）,備戰／風險 +3.58,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4261,extreme_outsider,extreme_outsider: #10 千禧龍 actual 1／odds 64 || #1 春風萬里 actual 3／odds 44,True
2026-06-21_ShaTin,2026-06-21,9,independent_recent,independent_recent,沙田,1800,11,,1,1,0.3333,0.3333,False,1,0.7322,0.5,模型頭兩選只捕捉一匹實際前三，模型前五捕捉1匹實際前三,#3 光年魅力（模型7／實際2） | #11 浪漫戰神（模型10／實際3）,#3 光年魅力（模型7／實際2） | #11 浪漫戰神（模型10／實際3）,,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.4067,interference,interference: #7 銀亮奔騰: 4 7 銀亮奔騰 (K057) 自大外檔出閘後於早段在馬群之後切入。四百五十米處至三百五十米處之間受困而未能望空。末段在「美麗同享」與「嘉應傳承」之間緊迫競跑。,True
2026-06-21_ShaTin,2026-06-21,10,independent_recent,independent_recent,沙田,1200,14,有初出馬,1,2,0.6667,0.6667,False,3,0.5021,0.6,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#7 有備而戰（模型3／實際1） | #4 人和家興（模型8／實際2）,#4 人和家興（模型8／實際2）,,騎練訊號 +3.72,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3352,extreme_outsider,extreme_outsider: #4 人和家興 actual 2／odds 66,True
2026-06-21_ShaTin,2026-06-21,11,independent_recent,independent_recent,沙田,1400,14,,0,0,0.0,0.3333,False,7,0.0703,0.4,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#14 閃電小子（模型7／實際1） | #9 金勝名駒（模型11／實際2） | #1 閃耀天河（模型5／實際3）,#14 閃電小子（模型7／實際1） | #9 金勝名駒（模型11／實際2）,#3 冷娃（模型1／實際6） | #11 紅運光輝（模型2／實際10）,,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3083,extreme_outsider,extreme_outsider: #9 金勝名駒 actual 2／odds 40,True
2026-06-27_ShaTin,2026-06-27,1,independent_recent,independent_recent,沙田,1200,14,,0,0,0.0,0.0,False,9,0.0,0.0,模型頭兩選全數落空，模型前五亦未捕捉任何實際前三,#10 綫路光驊（模型9／實際1） | #4 翠湖烈風（模型12／實際2） | #3 果然僥倖（模型10／實際3）,#10 綫路光驊（模型9／實際1） | #4 翠湖烈風（模型12／實際2） | #3 果然僥倖（模型10／實際3）,#2 英雄豪邁（模型1／實際8） | #1 金風萬里（模型2／實際13）,騎練訊號 +6.84,已標註異常賽果,系統性,保留作異常案例研究；唔以此場直接改模型,0.3305,major_incident,major_incident: #1 金風萬里: 13 1 金風萬里 (K150) 出閘僅屬一般。田泰安表示，坐騎走勢欠順，中段沿途未能穩定走勢。他說，坐騎因而在直路上未能以勁勢衝刺。練馬師桂福特告知小組，此駒於是賽前的表現令他滿意，而他未能就此駒令人失望的表現提供任何解釋。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。小組認為與上仗相比，「金風萬里」今仗的表現令人失望。「金風萬里」必須試閘及格，並且通過,True
2026-06-27_ShaTin,2026-06-27,2,independent_recent,independent_recent,沙田,1200,14,,1,2,0.6667,0.6667,False,1,0.7559,0.4,模型頭兩選只捕捉一匹實際前三，模型前五捕捉2匹實際前三,#1 新力驕（模型9／實際2） | #2 鄉村樂韻（模型3／實際3）,#1 新力驕（模型9／實際2）,#3 本能（模型2／實際14）,騎練訊號 +4.36,騎練訊號辨識不足,系統性,建立賽前訊號候選並做 temporal holdout；未通過前唔改主線,0.3212,,,False
2026-06-27_ShaTin,2026-06-27,3,independent_recent,independent_recent,沙田,1200,14,有初出馬,0,0,0.0,0.3333,False,5,0.3094,0.6,模型頭兩選全數落空，模型前五捕捉1匹實際前三,#2 正極（模型5／實際1） | #5 千杯敬典（模型7／實際2） | #8 合夥智能（模型9／實際3）,#5 千杯敬典（模型7／實際2） | #8 合夥智能（模型9／實際3）,#10 小魔怪（模型1／實際7）,班次／負磅context +5.42,初出馬備戰／不確定性轉化不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.452,,,False
2026-06-27_ShaTin,2026-06-27,5,independent_recent,independent_recent,沙田AWT,1650,14,,0,1,0.3333,0.6667,False,5,0.3613,0.6,模型頭兩選全數落空，模型前五捕捉2匹實際前三,#10 午夜快車（模型5／實際1） | #12 林寶精神（模型11／實際2） | #4 超加加（模型3／實際3）,#12 林寶精神（模型11／實際2）,#5 精彩動力（模型2／實際6）,狀態穩定性 +3.14,狀態穩定性辨識不足,場次特定／樣本不足,暫不改模型；單場修正過擬合風險高,0.3436,,,False
